SEASON,PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,TEAM_ID,GP,MIN,PTS,REB,AST,STL,BLK,OFF_RATING,DEF_RATING,TS_PCT,USG_PCT,PIE,WS,PER,ALL_NBA,ALL_NBA_TM
2023-24,A.J. Lawson,DAL,1630639,1610612742,38,259.73,120,37,15,10,3,111.0,106.6,0.549,0.177,0.078,0.98,15.34,0,0
2023-24,AJ Green,MIL,1631260,1610612749,54,580.05,244,63,30,8,4,113.4,111.3,0.618,0.153,0.07,0.46,14.12,0,0
2023-24,AJ Griffin,ATL,1631100,1610612737,18,132.48,37,14,4,1,1,109.7,119.5,0.403,0.156,0.018,-0.98,8.59,0,0
2023-24,Aaron Gordon,DEN,203932,1610612743,70,2213.83,980,457,241,54,44,119.3,111.1,0.604,0.176,0.102,8.59,16.5,0,0
2023-24,Aaron Holiday,HOU,1628988,1610612745,75,1215.29,481,117,135,41,6,110.1,107.7,0.577,0.155,0.078,3.43,14.2,0,0
2023-24,Aaron Nesmith,IND,1630174,1610612754,69,1915.59,846,262,105,62,49,118.9,115.1,0.629,0.16,0.071,-1.83,14.41,0,0
2023-24,Aaron Wiggins,OKC,1630598,1610612760,74,1150.05,495,171,78,51,18,115.4,112.2,0.66,0.162,0.091,2.24,15.04,0,0
2023-24,Al Horford,BOS,201143,1610612738,64,1724.27,556,411,167,37,60,121.1,109.0,0.648,0.119,0.106,7.27,15.84,0,0
2023-24,Alec Burks,NYK,202692,1610612752,65,1200.08,684,149,84,27,12,107.5,118.2,0.536,0.234,0.087,-4.73,19.1,0,0
2023-24,Aleksej Pokusevski,CHA,1630197,1610612766,24,329.78,116,69,29,13,10,104.5,115.5,0.525,0.167,0.092,-0.29,15.19,0,0
2023-24,Alex Caruso,CHI,1627936,1610612741,68,1929.05,683,259,223,111,68,110.4,110.2,0.609,0.147,0.088,4.32,15.01,0,0
2023-24,Alex Len,SAC,203458,1610612758,44,404.52,114,121,43,11,31,117.4,100.9,0.625,0.117,0.098,4.21,13.19,0,0
2023-24,Alperen Sengun,HOU,1630578,1610612745,63,2045.64,1331,589,312,76,46,113.9,113.2,0.585,0.27,0.149,7.19,22.79,0,0
2023-24,Amen Thompson,HOU,1641708,1610612745,58,1240.29,529,365,139,71,34,110.5,109.2,0.566,0.175,0.118,6.36,17.62,0,0
2023-24,Amir Coffey,LAC,1629599,1610612746,66,1322.11,405,130,70,37,11,116.0,118.1,0.627,0.112,0.058,-3.71,11.51,0,0
2023-24,Andre Drummond,CHI,203083,1610612741,78,1346.68,659,706,37,72,48,114.1,113.3,0.574,0.201,0.154,7.9,21.11,0,0
2023-24,Andre Jackson Jr.,MIL,1641748,1610612749,53,542.16,120,107,49,14,6,113.7,118.7,0.601,0.095,0.045,-0.36,9.2,0,0
2023-24,Andrew Nembhard,IND,1629614,1610612754,65,1611.61,598,135,262,62,5,115.2,113.9,0.57,0.163,0.075,-0.15,13.12,0,0
2023-24,Andrew Wiggins,GSW,203952,1610612744,67,1808.0,870,304,115,39,36,115.2,116.2,0.54,0.203,0.077,-3.15,15.34,0,0
2023-24,Anfernee Simons,POR,1629014,1610612757,46,1581.74,1039,167,255,23,5,109.9,120.5,0.568,0.276,0.111,-6.92,20.92,0,0
2023-24,Anthony Black,ORL,1641710,1610612753,66,1135.14,306,138,90,35,21,108.1,108.9,0.552,0.123,0.054,2.1,10.26,0,0
2023-24,Anthony Davis,LAL,203076,1610612747,74,2624.84,1810,936,258,88,176,116.3,114.0,0.619,0.259,0.168,9.65,24.83,0,0
2023-24,Anthony Edwards,MIN,1630162,1610612750,75,2635.52,1946,412,386,98,41,115.7,107.5,0.572,0.314,0.145,10.27,23.95,0,0
2023-24,Anthony Gill,WAS,1630264,1610612764,47,396.6,158,80,27,12,8,112.8,108.2,0.539,0.176,0.072,1.55,12.84,0,0
2023-24,Armoni Brooks,BKN,1629717,1610612751,10,104.02,42,18,5,1,1,127.7,114.0,0.448,0.188,0.054,-0.15,14.08,0,0
2023-24,Ashton Hagans,POR,1630204,1610612757,18,302.02,75,43,50,10,9,105.4,106.9,0.503,0.145,0.064,0.97,9.81,0,0
2023-24,Ausar Thompson,DET,1641709,1610612765,63,1582.8,556,402,120,68,59,107.7,113.1,0.522,0.161,0.084,1.52,13.98,0,0
2023-24,Austin Reaves,LAL,1630559,1610612747,79,2540.29,1245,344,441,65,22,114.4,115.4,0.609,0.198,0.106,1.33,17.53,0,0
2023-24,Ayo Dosunmu,CHI,1630245,1610612741,76,2212.47,924,216,242,68,36,111.6,114.9,0.604,0.168,0.083,-1.26,14.86,0,0
2023-24,Bam Adebayo,MIA,1628389,1610612748,67,2294.22,1313,715,266,75,64,110.1,109.4,0.574,0.25,0.154,9.82,21.62,0,0
2023-24,Ben Sheppard,IND,1641767,1610612754,54,747.03,231,80,48,30,2,117.1,113.5,0.526,0.125,0.046,-0.83,11.61,0,0
2023-24,Ben Simmons,BKN,1627732,1610612751,15,358.92,92,119,86,12,9,109.6,113.0,0.571,0.126,0.119,1.43,16.3,0,0
2023-24,Bennedict Mathurin,IND,1631097,1610612754,59,1538.39,856,234,119,35,14,115.0,117.9,0.562,0.226,0.087,-4.42,16.65,0,0
2023-24,Bilal Coulibaly,WAS,1641731,1610612764,63,1715.25,532,256,110,57,48,107.4,118.4,0.543,0.139,0.057,-6.39,11.11,0,0
2023-24,Bismack Biyombo,OKC,202687,1610612760,38,761.33,162,197,53,11,35,110.4,114.9,0.555,0.105,0.062,0.52,9.75,0,0
2023-24,Blake Wesley,SAS,1631104,1610612759,57,778.82,229,82,153,26,9,104.2,112.9,0.528,0.141,0.069,0.42,11.81,0,0
2023-24,Bobby Portis,MIL,1626171,1610612749,78,1903.38,1064,570,95,60,31,116.2,116.2,0.575,0.223,0.119,-1.05,19.67,0,0
2023-24,Bogdan Bogdanovic,ATL,203992,1610612737,75,2278.57,1268,264,234,92,25,117.0,114.0,0.569,0.217,0.092,-1.64,18.53,0,0
2023-24,Bojan Bogdanovic,NYK,202711,1610612752,53,1407.87,829,146,94,28,5,109.5,121.0,0.583,0.243,0.083,-8.4,17.79,0,0
2023-24,Bol Bol,PHX,1629626,1610612756,40,452.98,217,133,17,9,25,110.4,108.5,0.703,0.155,0.134,2.15,18.56,0,0
2023-24,Bones Hyland,LAC,1630538,1610612746,34,449.88,192,37,76,20,3,107.5,111.2,0.471,0.232,0.064,-0.54,14.82,0,0
2023-24,Bradley Beal,PHX,203078,1610612756,49,1622.06,863,205,249,47,20,116.2,113.7,0.596,0.223,0.102,0.64,17.76,0,0
2023-24,Brandin Podziemski,GSW,1641764,1610612744,70,1870.31,648,405,264,59,13,117.6,111.5,0.535,0.15,0.093,4.42,15.16,0,0
2023-24,Brandon Boston Jr.,LAC,1630527,1610612746,28,249.2,119,34,7,4,7,103.9,122.0,0.496,0.222,0.046,-1.59,13.64,0,0
2023-24,Brandon Clarke,MEM,1629634,1610612763,5,107.32,54,31,9,4,5,105.3,104.9,0.539,0.19,0.134,0.81,19.1,0,0
2023-24,Brandon Ingram,NOP,1627742,1610612740,63,2079.29,1319,319,363,50,40,116.9,112.2,0.577,0.27,0.127,3.18,21.29,0,0
2023-24,Brandon Miller,CHA,1641706,1610612766,71,2301.03,1222,304,169,63,42,108.8,118.5,0.548,0.234,0.083,-9.47,17.03,0,0
2023-24,Brice Sensabaugh,UTA,1641729,1610612762,28,489.78,191,85,49,11,4,109.5,124.4,0.51,0.195,0.062,-4.06,12.96,0,0
2023-24,Brook Lopez,MIL,201572,1610612749,75,2300.74,936,394,122,42,181,117.4,111.9,0.608,0.154,0.083,3.4,14.44,0,0
2023-24,Bruce Brown,TOR,1628971,1610612761,64,1795.68,690,277,183,59,17,115.8,120.6,0.558,0.16,0.075,-7.7,14.3,0,0
2023-24,Bruno Fernando,ATL,1628981,1610612737,41,592.74,239,176,43,25,28,108.4,112.5,0.604,0.172,0.1,1.66,15.19,0,0
2023-24,Bryce McGowens,CHA,1631121,1610612766,55,819.81,269,96,46,20,8,104.0,115.8,0.565,0.141,0.057,-1.76,11.74,0,0
2023-24,Buddy Hield,PHI,1627741,1610612755,81,2098.44,970,253,231,69,42,116.7,116.4,0.576,0.185,0.082,-3.79,16.51,0,0
2023-24,CJ McCollum,NOP,203468,1610612740,62,2013.15,1209,268,283,58,39,115.8,111.6,0.584,0.243,0.116,2.48,20.84,0,0
2023-24,Cade Cunningham,DET,1630595,1610612765,62,2074.22,1405,268,464,56,22,109.9,117.8,0.546,0.298,0.126,-4.45,21.73,0,0
2023-24,Caleb Houstan,ORL,1631216,1610612753,56,791.0,248,82,28,13,3,109.7,111.0,0.589,0.122,0.051,0.89,10.84,0,0
2023-24,Caleb Martin,MIA,1628997,1610612748,60,1637.52,611,266,129,42,25,112.7,110.7,0.542,0.169,0.077,2.03,13.83,0,0
2023-24,Cam Reddish,LAL,1629629,1610612747,47,974.5,260,99,47,47,14,109.8,112.4,0.508,0.123,0.045,-0.55,10.11,0,0
2023-24,Cam Thomas,BKN,1630560,1610612751,63,1974.64,1400,206,184,45,15,111.5,116.5,0.551,0.294,0.104,-6.09,21.44,0,0
2023-24,Cam Whitmore,HOU,1641715,1610612745,43,786.5,527,165,20,28,14,109.3,112.2,0.564,0.259,0.112,-0.05,20.83,0,0
2023-24,Cameron Johnson,BKN,1629661,1610612751,57,1572.27,763,248,137,48,15,111.4,115.0,0.58,0.19,0.097,-1.22,17.66,0,0
2023-24,Cameron Payne,PHI,1626166,1610612755,75,1246.29,560,110,195,38,11,112.4,114.0,0.564,0.189,0.082,-0.53,16.08,0,0
2023-24,Caris LeVert,CLE,1627747,1610612739,66,1903.84,918,272,339,73,34,113.7,111.5,0.522,0.224,0.106,1.96,18.5,0,0
2023-24,Cason Wallace,OKC,1641717,1610612760,78,1614.34,540,178,112,70,34,113.9,112.0,0.617,0.128,0.07,1.74,12.63,0,0
2023-24,Cedi Osman,SAS,1626224,1610612759,72,1268.75,489,180,119,36,11,106.0,119.2,0.601,0.146,0.077,-4.88,13.98,0,0
2023-24,Charles Bassey,SAS,1629646,1610612759,19,205.28,63,76,21,8,17,105.1,116.7,0.739,0.11,0.116,0.34,15.01,0,0
2023-24,Chet Holmgren,OKC,1631096,1610612760,78,2327.53,1298,615,193,49,184,118.0,109.6,0.63,0.21,0.131,8.84,20.27,0,0
2023-24,Chimezie Metu,DET,1629002,1610612765,47,723.87,283,163,39,39,16,106.3,112.1,0.614,0.163,0.102,0.72,15.19,0,0
2023-24,Chris Boucher,TOR,1628449,1610612761,50,704.88,322,207,23,14,24,116.0,113.6,0.625,0.167,0.106,1.45,16.61,0,0
2023-24,Chris Duarte,SAC,1630537,1610612758,57,706.97,230,105,43,28,8,111.2,113.6,0.524,0.145,0.054,-0.59,12.15,0,0
2023-24,Chris Paul,GSW,101108,1610612744,54,1423.49,499,208,368,67,5,113.6,110.9,0.552,0.152,0.119,4.07,17.57,0,0
2023-24,Christian Braun,DEN,1631128,1610612743,78,1552.28,551,286,118,37,32,109.5,109.8,0.547,0.15,0.08,3.42,13.93,0,0
2023-24,Christian Wood,LAL,1626174,1610612747,50,871.94,347,254,49,16,33,109.9,109.9,0.568,0.173,0.101,1.48,15.35,0,0
2023-24,Chuma Okeke,ORL,1629643,1610612753,44,422.21,105,78,19,9,7,99.8,107.7,0.464,0.131,0.065,0.79,10.86,0,0
2023-24,Clint Capela,ATL,203991,1610612737,70,1799.6,802,748,86,41,105,115.6,116.0,0.589,0.167,0.121,7.61,18.02,0,0
2023-24,Coby White,CHI,1629632,1610612741,75,2732.11,1421,346,386,49,17,114.5,115.5,0.57,0.223,0.099,-2.16,18.35,0,0
2023-24,Cody Martin,CHA,1628998,1610612766,28,752.99,211,109,104,32,18,106.4,116.9,0.46,0.157,0.066,-2.39,12.63,0,0
2023-24,Cody Zeller,NOP,203469,1610612740,40,304.45,74,109,36,9,5,115.1,106.8,0.482,0.118,0.078,2.69,12.96,0,0
2023-24,Colby Jones,SAC,1641732,1610612758,27,175.78,54,38,18,7,4,106.8,101.1,0.391,0.175,0.05,1.21,11.92,0,0
2023-24,Cole Anthony,ORL,1630175,1610612753,77,1743.81,892,302,226,61,36,112.2,109.7,0.542,0.231,0.108,3.54,18.09,0,0
2023-24,Collin Gillespie,DEN,1631221,1610612743,24,225.36,87,21,27,13,0,111.7,109.2,0.586,0.166,0.071,0.25,14.33,0,0
2023-24,Collin Sexton,UTA,1629012,1610612762,78,2074.76,1458,205,383,62,18,117.0,120.4,0.607,0.267,0.12,-3.64,21.66,0,0
2023-24,Corey Kispert,WAS,1630557,1610612764,77,1958.29,1014,212,138,41,15,108.0,118.8,0.619,0.191,0.083,-7.7,15.72,0,0
2023-24,Cory Joseph,GSW,202709,1610612744,26,295.89,63,30,42,4,3,114.2,117.2,0.47,0.108,0.042,-0.79,9.2,0,0
2023-24,Craig Porter Jr.,CLE,1641854,1610612739,49,638.02,283,106,116,20,14,111.7,113.8,0.565,0.203,0.113,0.38,17.23,0,0
2023-24,D'Angelo Russell,LAL,1626156,1610612747,73,2374.59,1332,230,461,67,34,116.1,113.6,0.59,0.226,0.104,2.76,19.18,0,0
2023-24,Dalano Banton,POR,1630625,1610612757,51,938.19,500,162,114,29,17,106.2,115.5,0.518,0.244,0.101,-1.85,18.28,0,0
2023-24,Dalen Terry,CHI,1631207,1610612741,55,593.51,141,97,71,24,13,113.4,110.5,0.486,0.122,0.059,0.95,11.38,0,0
2023-24,Damian Jones,CLE,1627745,1610612739,37,256.15,102,62,15,7,13,96.3,111.9,0.66,0.15,0.118,0.82,15.03,0,0
2023-24,Damian Lillard,MIL,203081,1610612749,70,2478.05,1718,307,492,70,17,119.6,112.7,0.592,0.274,0.133,6.98,23.39,0,0
2023-24,Daniel Gafford,DAL,1629655,1610612742,71,1751.94,770,548,110,63,147,113.5,116.0,0.722,0.144,0.119,5.55,17.89,0,0
2023-24,Daniel Theis,LAC,1628464,1610612746,57,949.69,344,223,59,19,47,116.8,114.1,0.593,0.148,0.08,1.71,13.85,0,0
2023-24,Danilo Gallinari,MIL,201568,1610612749,48,610.06,269,104,55,13,6,110.3,118.1,0.603,0.167,0.092,-0.83,16.11,0,0
2023-24,Dante Exum,DAL,203957,1610612742,52,1038.27,423,140,150,22,5,120.8,111.5,0.653,0.152,0.095,2.51,15.49,0,0
2023-24,Danuel House Jr.,PHI,1627863,1610612755,34,509.06,144,58,28,15,5,109.9,107.7,0.575,0.116,0.053,1.48,10.27,0,0
2023-24,Dario Saric,GSW,203967,1610612744,62,1079.52,503,277,142,30,9,113.5,115.2,0.599,0.189,0.111,0.7,17.48,0,0
2023-24,Darius Garland,CLE,1629636,1610612739,55,1841.12,996,144,360,74,6,113.4,111.9,0.558,0.25,0.104,1.46,18.17,0,0
2023-24,David Roddy,PHX,1631223,1610612756,63,1172.0,425,210,79,27,11,104.2,113.6,0.485,0.178,0.068,-1.51,13.03,0,0
2023-24,Davion Mitchell,SAC,1630558,1610612758,68,1010.66,345,88,121,17,3,108.9,113.1,0.567,0.144,0.064,-0.13,12.05,0,0
2023-24,Davis Bertans,CHA,202722,1610612766,40,610.07,262,56,34,25,10,106.7,114.1,0.587,0.166,0.071,-0.67,15.23,0,0
2023-24,Day'Ron Sharpe,BKN,1630549,1610612751,60,909.44,409,381,84,24,42,112.6,108.1,0.598,0.184,0.131,7.73,18.06,0,0
2023-24,De'Aaron Fox,SAC,1628368,1610612758,70,2508.81,1853,320,395,139,30,116.6,112.4,0.564,0.3,0.127,3.47,23.81,0,0
2023-24,De'Andre Hunter,ATL,1629631,1610612737,54,1582.74,847,207,82,38,15,117.1,117.9,0.604,0.203,0.081,-5.56,16.38,0,0
2023-24,De'Anthony Melton,PHI,1629001,1610612755,36,1002.16,413,137,110,56,16,121.9,111.9,0.54,0.176,0.079,0.61,16.57,0,0
2023-24,DeAndre Jordan,DEN,201599,1610612743,36,395.72,142,157,26,6,16,105.2,115.9,0.61,0.147,0.11,1.11,15.39,0,0
2023-24,DeJon Jarreau,MEM,1630610,1610612763,9,149.55,43,44,26,6,2,102.9,107.5,0.392,0.171,0.09,0.36,14.79,0,0
2023-24,DeMar DeRozan,CHI,201942,1610612741,76,2866.07,1794,326,403,83,44,113.2,114.4,0.581,0.25,0.127,2.99,21.8,0,0
2023-24,Dean Wade,CLE,1629731,1610612739,54,1108.08,291,218,43,40,25,111.9,103.5,0.598,0.101,0.073,5.8,12.67,0,0
2023-24,Deandre Ayton,POR,1629028,1610612757,52,1691.38,859,583,87,51,41,107.2,115.3,0.591,0.207,0.14,1.28,19.48,0,0
2023-24,Dejounte Murray,ATL,1627749,1610612737,75,2673.06,1680,395,482,106,24,117.1,119.5,0.556,0.258,0.122,-6.62,21.66,0,0
2023-24,Delon Wright,MIA,1626153,1610612748,44,673.57,185,79,108,48,10,109.4,110.9,0.482,0.129,0.089,1.38,15.29,0,0
2023-24,Deni Avdija,WAS,1630166,1610612764,72,2153.31,1054,519,271,59,34,109.2,115.9,0.6,0.195,0.111,-1.45,17.58,0,0
2023-24,Dennis Schroder,BKN,203471,1610612751,79,2449.78,1101,235,479,61,17,112.5,115.5,0.55,0.201,0.094,-0.88,16.73,0,0
2023-24,Dennis Smith Jr.,BKN,1628372,1610612751,56,1058.66,369,164,203,68,12,109.9,109.9,0.508,0.174,0.092,2.98,15.44,0,0
2023-24,Dereck Lively II,DAL,1641726,1610612742,55,1294.28,483,378,60,36,77,120.6,115.6,0.728,0.124,0.102,3.2,15.17,0,0
2023-24,Derrick Jones Jr.,DAL,1627884,1610612742,73,1718.71,633,244,69,51,48,113.9,112.7,0.596,0.145,0.069,1.01,12.67,0,0
2023-24,Derrick Rose,MEM,201565,1610612763,24,399.34,191,45,78,8,2,103.9,107.7,0.54,0.222,0.108,1.08,16.91,0,0
2023-24,Derrick White,BOS,1628401,1610612738,71,2321.04,1096,304,372,71,86,123.2,109.5,0.615,0.185,0.108,9.26,18.52,0,0
2023-24,Desmond Bane,MEM,1630217,1610612763,42,1442.85,997,185,230,43,22,108.2,115.4,0.589,0.273,0.128,-1.24,22.05,0,0
2023-24,Devin Booker,PHX,1626164,1610612756,64,2290.88,1748,296,450,57,27,119.8,114.0,0.612,0.293,0.144,6.0,24.75,0,0
2023-24,Devin Vassell,SAS,1630170,1610612759,68,2247.74,1323,261,277,73,23,108.5,114.6,0.578,0.229,0.112,-2.83,19.31,0,0
2023-24,Devonte' Graham,SAS,1628984,1610612759,19,220.94,86,28,37,9,1,111.5,106.6,0.523,0.169,0.093,0.76,15.93,0,0
2023-24,Dillon Brooks,HOU,1628415,1610612745,69,2135.91,883,232,115,62,9,113.3,113.6,0.553,0.176,0.058,-3.0,13.31,0,0
2023-24,Domantas Sabonis,SAC,1627734,1610612758,78,2789.8,1524,1074,646,69,48,116.0,115.3,0.638,0.22,0.171,15.74,22.6,0,0
2023-24,Dominick Barlow,SAS,1631230,1610612759,33,419.54,144,113,36,12,14,113.3,117.8,0.548,0.139,0.084,0.33,14.17,0,0
2023-24,Donovan Mitchell,CLE,1628378,1610612739,53,1871.47,1401,272,320,94,29,115.6,108.5,0.594,0.3,0.15,7.16,25.27,0,0
2023-24,Donte DiVincenzo,NYK,1628978,1610612752,77,2185.29,1182,276,201,101,35,117.6,113.8,0.597,0.211,0.099,-0.69,19.3,0,0
2023-24,Dorian Finney-Smith,BKN,1627827,1610612751,68,1934.59,580,317,107,56,38,111.0,113.2,0.546,0.132,0.062,0.53,11.87,0,0
2023-24,Doug McDermott,IND,203926,1610612754,61,869.63,333,58,68,14,2,110.6,121.0,0.598,0.143,0.053,-4.53,12.13,0,0
2023-24,Draymond Green,GSW,203110,1610612744,53,1422.05,460,380,311,54,45,115.4,110.5,0.58,0.151,0.108,4.84,15.92,0,0
2023-24,Drew Eubanks,PHX,1629234,1610612756,72,1130.23,371,310,61,26,61,109.0,112.3,0.656,0.129,0.1,3.36,13.59,0,0
2023-24,Dru Smith,MIA,1630696,1610612748,9,130.9,39,14,14,9,3,97.4,112.5,0.576,0.128,0.083,0.2,12.78,0,0
2023-24,Duncan Robinson,MIA,1629130,1610612748,68,1905.45,875,173,192,46,16,111.5,111.0,0.612,0.184,0.082,1.13,15.51,0,0
2023-24,Duop Reath,POR,1641871,1610612757,64,1144.43,573,230,66,30,34,110.1,117.0,0.575,0.2,0.085,-1.21,16.42,0,0
2023-24,Dwight Powell,DAL,203939,1610612742,61,788.32,202,196,79,25,19,116.4,113.4,0.721,0.089,0.079,4.03,11.79,0,0
2023-24,Dyson Daniels,NOP,1630700,1610612740,57,1261.29,332,216,150,81,22,115.4,111.5,0.529,0.124,0.079,2.15,13.26,0,0
2023-24,Emoni Bates,CLE,1641734,1610612739,13,101.56,34,11,7,1,2,95.2,122.6,0.439,0.181,0.045,-0.8,12.12,0,0
2023-24,Eric Gordon,PHX,201569,1610612756,65,1822.99,725,122,136,60,28,116.1,112.4,0.583,0.162,0.07,-1.43,13.53,0,0
2023-24,Eugene Omoruyi,WAS,1630647,1610612764,40,345.75,167,81,30,26,4,97.6,112.3,0.52,0.202,0.085,0.74,16.63,0,0
2023-24,Evan Fournier,DET,203095,1610612765,28,481.62,175,49,42,27,4,97.8,108.6,0.452,0.183,0.057,-0.05,13.73,0,0
2023-24,Evan Mobley,CLE,1630596,1610612739,47,1446.25,747,445,152,42,67,110.6,110.1,0.627,0.201,0.141,6.06,20.27,0,0
2023-24,Franz Wagner,ORL,1630532,1610612753,70,2269.45,1372,370,263,72,27,112.3,108.3,0.575,0.25,0.13,7.71,20.54,0,0
2023-24,Fred VanVleet,HOU,1627832,1610612745,71,2606.68,1191,263,576,98,57,114.1,111.6,0.562,0.19,0.115,7.45,18.68,0,0
2023-24,Furkan Korkmaz,PHI,1627788,1610612755,35,299.93,88,30,25,14,3,116.5,110.2,0.519,0.126,0.061,0.18,12.27,0,0
2023-24,GG Jackson,MEM,1641713,1610612763,44,1085.42,591,177,53,21,21,103.7,110.6,0.562,0.228,0.095,0.74,17.08,0,0
2023-24,Gabe Vincent,LAL,1629216,1610612747,8,170.13,29,7,18,7,0,105.2,102.7,0.364,0.108,0.019,0.72,6.95,0,0
2023-24,Garrett Temple,TOR,202066,1610612761,24,220.5,71,34,17,10,3,98.7,113.4,0.529,0.144,0.061,-0.01,12.09,0,0
2023-24,Garrison Mathews,ATL,1629726,1610612737,62,896.26,298,85,33,17,7,111.3,116.3,0.699,0.107,0.049,-1.63,10.89,0,0
2023-24,Gary Harris,ORL,203914,1610612753,51,1206.6,360,86,83,46,13,114.0,110.1,0.596,0.117,0.06,1.71,11.26,0,0
2023-24,Gary Payton II,GSW,1627780,1610612744,43,666.27,231,112,47,39,17,114.6,108.8,0.62,0.127,0.078,2.6,13.16,0,0
2023-24,Gary Trent Jr.,TOR,1629018,1610612761,68,1907.7,933,180,113,73,10,113.8,117.8,0.555,0.193,0.078,-8.0,16.48,0,0
2023-24,Georges Niang,CLE,1627777,1610612739,79,1763.99,739,270,96,28,17,113.9,114.2,0.581,0.174,0.069,-3.83,14.29,0,0
2023-24,Giannis Antetokounmpo,MIL,203507,1610612749,72,2538.64,2207,833,469,86,77,119.8,113.4,0.649,0.321,0.197,15.82,28.96,0,0
2023-24,Goga Bitadze,ORL,1629048,1610612753,58,934.07,304,278,78,30,71,112.5,109.9,0.636,0.127,0.115,5.6,15.0,0,0
